A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition
0.006186,3.328E-4,0.001554,1.958E-4,0.001121,3.491E-4,0.001462,4.734E-4,0.007359,0.001722,0.001303,3.467E-4,-9.172E-4,-3.19E-4,0.001234,-1.746E-4,junk
0.006232,3.024E-4,0.001524,2.116E-4,0.001282,3.545E-4,0.001571,4.541E-4,0.007091,0.001768,9.828E-4,3.995E-4,-0.001328,-2.768E-4,7.671E-4,-1.552E-4,junk
0.005928,3.655E-4,0.001467,1.878E-4,0.001139,3.737E-4,0.001441,4.179E-4,0.007602,0.001575,0.001369,4.08E-4,-7.312E-4,-2.671E-4,0.001145,-1.642E-4,junk
0.005084,4.114E-4,0.001292,2.201E-4,9.616E-4,3.283E-4,0.001377,4.26E-4,0.007531,0.001597,0.001227,4.505E-4,-9.855E-4,-2.316E-4,8.571E-4,-1.732E-4,junk
0.005841,2.197E-4,0.001344,1.839E-4,0.001113,3.851E-4,0.001384,4.596E-4,0.007563,0.00154,0.00142,4.583E-4,-7.438E-4,-2.083E-4,0.001016,-2.029E-4,junk
0.005626,1.085E-4,0.001491,1.904E-4,0.00106,4.031E-4,0.001554,5.462E-4,0.007793,0.001497,0.001358,5.049E-4,-9.487E-4,-1.727E-4,7.726E-4,-1.738E-4,junk
0.005918,1.457E-4,0.001542,2.008E-4,0.001248,4.119E-4,0.001597,5.365E-4,0.007373,0.001454,0.001257,5.125E-4,-0.001003,-1.749E-4,6.305E-4,-1.851E-4,junk
0.005425,3.138E-4,0.0014,1.81E-4,0.001006,4.304E-4,0.001399,4.925E-4,0.007736,0.00132,0.001616,5.853E-4,-4.324E-4,-7.662E-5,0.001082,-8.958E-5,junk
0.005504,3.533E-4,0.00164,2.172E-4,0.001241,3.737E-4,0.00162,5.371E-4,0.005695,5.277E-4,0.001768,6.196E-4,5.041E-5,1.512E-4,0.001562,1.711E-4,junk
0.005955,3.95E-4,0.001353,2.304E-4,0.001129,4.233E-4,0.001399,4.79E-4,0.005914,5.85E-5,0.002332,5.727E-4,9.382E-4,2.438E-4,0.002155,2.237E-4,junk
